SalePrice,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF
129900,120,4224,5,7,1976,1976,0,840,200,1040,1060,0,1060,1,1,0,3,6,1,1976,2,572,100,110
154000,20,8246,5,8,1968,2001,0,188,204,1060,1060,0,1060,1,1,0,3,6,1,1968,1,270,406,90
256300,20,14230,8,5,2007,2007,640,0,1566,1566,1600,0,1600,0,2,0,3,7,1,2007,3,890,0,56
134800,20,7200,5,7,1951,2000,0,234,180,900,900,0,900,0,1,0,3,5,0,2005,2,576,222,32
306000,20,11478,8,5,2007,2008,200,1218,486,1704,1704,0,1704,1,2,0,3,7,1,2008,3,772,0,50
207500,20,16321,5,6,1957,1997,0,1277,207,1484,1600,0,1600,1,1,0,2,6,2,1957,1,319,288,258
68500,30,6324,4,6,1927,1950,0,0,520,520,520,0,520,0,1,0,1,4,0,1920,1,240,49,0
40000,70,8500,4,4,1920,1950,0,0,649,649,649,668,1317,0,1,0,3,6,0,1920,1,250,0,54
149350,20,8544,5,6,1966,2006,0,0,1228,1228,1228,0,1228,0,1,1,3,6,0,1966,1,271,0,65
179900,20,11049,8,5,2007,2007,0,0,1234,1234,1234,0,1234,0,2,0,3,7,0,2007,2,484,0,30
165500,20,10552,5,5,1959,1959,0,1018,380,1398,1700,0,1700,0,1,1,4,6,1,1959,2,447,0,38
277500,120,7313,9,5,2005,2005,246,1153,408,1561,1561,0,1561,1,2,0,2,6,1,2005,2,556,203,47
309000,60,13418,8,5,2004,2005,132,0,1117,1117,1132,1320,2452,0,3,1,4,9,1,2004,3,691,113,32
145000,20,10859,5,5,1994,1995,0,0,1097,1097,1097,0,1097,0,1,1,3,6,0,1995,2,672,392,64
153000,20,8532,5,6,1954,1990,650,1213,84,1297,1297,0,1297,0,1,0,3,5,1,1954,2,498,0,0
109000,20,7922,5,7,1953,2007,0,731,326,1057,1057,0,1057,1,1,0,3,5,0,1953,1,246,0,52
82000,90,6040,4,5,1955,1955,0,0,0,0,1152,0,1152,0,2,0,2,6,0,1980,0,0,0,0
160000,20,8658,6,5,1965,1965,101,643,445,1088,1324,0,1324,0,2,0,3,6,1,1965,2,440,0,138
170000,20,16905,5,6,1959,1959,0,967,383,1350,1328,0,1328,0,1,1,2,5,2,1959,1,308,0,104
144000,85,9180,5,7,1983,1983,0,747,0,840,884,0,884,1,1,0,2,5,0,1983,2,504,240,0
130250,20,9200,5,6,1975,1980,0,280,167,938,938,0,938,1,1,0,3,5,0,1977,1,308,145,0
141000,20,7945,5,6,1959,1959,0,179,465,1150,1150,0,1150,1,1,0,3,6,0,1959,1,300,0,0
319900,120,7658,9,5,2005,2005,412,456,1296,1752,1752,0,1752,1,2,0,2,6,1,2005,2,576,196,82
239686,50,12822,7,5,2003,2003,0,1351,83,1434,1518,631,2149,1,1,1,1,6,1,2003,2,670,168,43
249700,20,11096,8,5,2006,2006,0,24,1632,1656,1656,0,1656,0,2,0,3,7,0,2006,3,826,0,146
113000,190,4456,4,5,1920,2008,0,0,736,736,736,716,1452,0,2,0,2,8,0,1980,0,0,0,0
127000,20,7742,5,7,1966,1966,0,763,192,955,955,0,955,1,1,0,3,6,0,1966,1,386,0,0
177000,60,13869,6,6,1997,1997,0,182,612,794,794,676,1470,0,2,0,3,6,0,1997,2,388,0,75
114500,50,6240,6,6,1934,1950,0,0,816,816,816,0,1176,0,1,0,3,6,1,1985,2,528,112,0
110000,90,8472,5,5,1963,1963,0,104,0,816,816,0,816,1,1,0,2,5,0,1963,2,516,106,0
385000,20,50271,9,5,1981,1987,0,1810,32,1842,1842,0,1842,2,0,1,0,5,1,1981,3,894,857,72
130000,80,7134,5,5,1955,1955,0,384,0,384,1360,0,1360,0,1,0,3,6,1,1962,2,572,0,50
180500,20,10175,6,5,1964,1964,272,490,935,1425,1425,0,1425,0,2,0,3,7,1,1964,2,576,0,0
172500,160,2645,8,5,1999,2000,456,649,321,970,983,756,1739,1,2,1,3,7,0,1999,2,480,115,0
196500,60,11645,7,5,2004,2004,0,0,860,860,860,860,1720,0,2,1,3,7,0,2004,2,565,0,70
438780,60,13682,10,5,2006,2006,1031,0,1410,1410,1426,1519,2945,0,3,1,3,10,1,2006,3,641,192,0
124900,20,7200,5,7,1972,1972,0,632,148,780,780,0,780,0,1,0,2,4,0,1973,1,352,196,0
158000,20,13072,6,5,2004,2004,0,941,217,1158,1158,0,1158,1,1,1,3,5,0,2006,2,576,0,50
101000,75,7200,5,7,1920,1996,0,0,530,530,581,530,1111,0,1,0,3,6,0,1935,1,288,0,0
202500,120,6442,8,5,2006,2006,178,24,1346,1370,1370,0,1370,0,2,0,2,6,1,2006,2,484,120,49
140000,70,10300,7,6,1921,1950,0,0,576,576,902,808,1710,0,2,0,3,9,0,1990,2,480,12,11
219500,60,9375,7,5,1997,1998,573,739,318,1057,1057,977,2034,1,2,1,3,8,0,1998,2,645,576,36
317000,60,9591,8,5,2004,2005,344,0,1143,1143,1143,1330,2473,0,2,1,4,9,1,2004,3,852,192,151
180000,20,19900,7,5,1970,1989,287,912,1035,1947,2207,0,2207,1,2,0,3,7,1,1970,2,576,301,0
226000,20,10665,7,5,2003,2003,167,1013,440,1453,1479,0,1479,1,2,0,3,7,0,2003,2,558,144,29
80000,30,4608,4,6,1945,1950,0,0,747,747,747,0,747,0,1,0,2,4,0,1945,1,220,0,0
225000,50,15593,7,4,1953,1953,0,603,701,1304,1304,983,2287,0,2,0,3,7,1,1953,2,667,0,21
244000,20,13651,7,6,1973,1973,1115,1880,343,2223,2223,0,2223,1,2,0,3,8,2,1973,2,516,300,0
129500,20,7599,4,6,1982,2006,0,565,280,845,845,0,845,1,1,0,2,4,0,1987,2,360,0,0
185000,60,10141,7,5,1998,1998,40,0,832,832,885,833,1718,0,2,1,3,7,1,1998,2,427,0,94
144900,20,10200,5,7,1954,2003,104,320,404,1086,1086,0,1086,1,1,0,3,6,0,1989,2,490,0,0
107400,50,5790,3,6,1915,1950,0,0,840,840,840,765,1605,0,2,0,3,8,0,1915,1,379,0,0
91000,180,1596,4,5,1973,1973,0,462,0,462,526,462,988,1,1,0,2,5,0,1973,1,297,120,101
135750,20,8475,4,7,1956,1956,0,228,724,952,952,0,952,0,1,0,2,4,0,1956,1,283,0,0
127000,50,8635,5,5,1948,2001,0,336,295,672,1072,213,1285,1,1,0,2,6,0,1948,1,240,0,0
136500,90,10778,4,5,1968,1968,0,0,1768,1768,1768,0,1768,0,2,0,4,8,0,1980,0,0,0,0
110000,50,10440,5,6,1910,1981,0,0,440,440,682,548,1230,0,1,1,2,5,0,1966,2,440,74,0
193500,60,13000,6,6,1968,1968,576,448,448,896,1182,960,2142,0,2,1,4,8,1,1968,1,509,0,72
153500,120,4500,6,5,1998,1998,443,1201,36,1237,1337,0,1337,1,2,0,2,5,0,1998,2,405,0,199
245000,20,10206,8,5,2007,2007,468,33,1530,1563,1563,0,1563,0,2,0,3,6,1,2007,3,758,144,99
126500,20,8892,5,5,1960,1960,66,0,1065,1065,1065,0,1065,0,1,1,3,6,0,1974,2,461,74,0
168500,80,8530,7,5,1995,1996,22,0,384,384,804,670,1474,0,2,1,3,7,1,1995,2,400,120,72
260000,60,16059,8,5,1991,1992,284,0,1288,1288,1301,1116,2417,0,2,1,4,9,1,1991,2,462,127,82
174000,60,11911,6,5,2005,2005,0,0,684,684,684,876,1560,0,2,1,3,6,1,2005,2,400,100,38
164500,160,3951,6,5,2009,2009,76,0,612,612,612,612,1224,0,2,1,2,4,0,2009,2,528,0,234
85000,50,8470,3,2,1915,1982,0,0,1013,1013,1013,0,1526,0,1,0,2,6,0,1980,0,0,0,0
123600,20,8070,4,5,1994,1995,0,588,402,990,990,0,990,1,1,0,3,5,0,1980,0,0,0,0
109900,20,7200,4,5,1950,1950,0,0,0,0,1040,0,1040,0,1,0,2,4,0,1950,2,420,0,29
98600,20,8500,5,3,1961,1961,203,600,635,1235,1235,0,1235,0,1,0,2,6,0,1961,2,480,0,0
163500,30,13360,5,7,1921,2006,0,713,163,876,964,0,964,1,1,0,2,5,0,1921,2,432,0,0
133900,190,7200,6,6,1910,1998,0,1046,168,1214,1260,1031,2291,0,2,0,4,9,1,1900,2,506,0,0
204750,60,9337,6,5,1997,1997,0,648,176,824,905,881,1786,1,2,1,3,7,0,1997,2,684,0,162
185000,60,9765,6,8,1993,1993,68,310,370,680,680,790,1470,0,2,1,3,6,1,1993,2,420,232,63
214000,20,10264,7,5,1999,1999,183,1162,426,1588,1588,0,1588,0,2,0,3,6,0,1999,2,472,158,29
94750,20,10921,4,5,1965,1965,48,520,440,960,960,0,960,1,1,0,3,6,0,1965,1,432,120,0
83000,30,10625,5,5,1920,1950,0,108,350,458,835,0,835,0,1,0,2,5,0,1920,1,366,0,0
128950,20,9320,4,5,1959,1959,0,569,381,950,1225,0,1225,1,1,1,3,6,0,1980,0,0,352,0
205000,20,10603,6,7,1977,2001,28,1200,410,1610,1610,0,1610,1,2,0,3,6,2,1977,2,480,168,68
178000,60,9206,6,5,1985,1985,336,0,741,741,977,755,1732,0,2,1,3,7,1,1985,2,476,192,46
118964,90,7018,5,5,1979,1979,0,0,0,0,1535,0,1535,0,2,0,4,8,0,1979,2,410,0,0
198900,20,10402,7,5,2009,2009,0,0,1226,1226,1226,0,1226,0,2,0,3,6,0,2009,3,740,0,36
169500,50,7758,7,4,1931,1950,600,224,816,1040,1226,592,1818,0,1,1,4,7,2,1951,1,240,0,0
250000,60,9375,8,5,2003,2004,768,0,1053,1053,1053,939,1992,0,2,1,3,9,1,2003,2,648,140,45
100000,30,10800,4,7,1885,1995,0,0,641,641,1047,0,1047,0,1,0,2,6,0,1954,1,273,0,0
115000,20,6000,5,5,1948,1950,0,104,516,789,789,0,789,0,1,0,2,5,0,1948,1,250,0,0
115000,50,8500,5,7,1919,2005,0,0,793,793,997,520,1517,0,2,0,3,7,0,1980,0,0,0,0
190000,20,11751,6,6,1977,1977,480,705,1139,1844,1844,0,1844,0,2,0,3,7,1,1977,2,546,0,122
136900,50,9525,6,4,1954,1972,0,444,550,994,1216,639,1855,0,2,0,4,7,0,1954,1,325,182,0
180000,80,7750,7,5,2000,2000,0,250,134,384,774,656,1430,0,2,1,3,7,1,2000,2,400,180,0
383970,60,9965,7,5,2007,2007,220,984,280,1264,1282,1414,2696,1,2,1,4,10,1,2007,3,792,120,184
217000,20,21000,6,5,1953,1953,184,35,905,1809,2259,0,2259,1,2,0,3,7,2,1953,2,450,166,120
259500,70,7259,6,8,1945,2002,0,774,104,1028,1436,884,2320,1,2,1,3,9,1,1945,1,180,224,0
176000,160,3230,6,5,1999,1999,1129,419,310,729,729,729,1458,0,2,1,2,5,1,1999,2,440,0,32
139000,20,11616,5,5,1962,1962,116,170,252,1092,1092,0,1092,0,1,0,3,6,1,1962,1,288,0,20
155000,20,8536,5,5,2006,2007,0,0,1125,1125,1125,0,1125,0,1,1,2,5,0,2007,2,430,80,64
320000,60,12376,7,5,1990,1990,0,1470,203,1673,1699,1523,3222,1,3,0,5,11,2,1990,3,594,367,0
163990,60,8461,6,5,2005,2006,0,0,728,728,728,728,1456,0,2,1,3,8,1,2005,2,390,0,24
180000,80,21453,6,5,1969,1969,0,938,0,938,988,0,988,1,1,0,1,4,2,1969,2,540,0,130
100000,50,6060,4,5,1939,1950,0,0,732,732,772,351,1123,0,1,0,3,4,0,1979,1,264,0,0
136000,20,9464,6,7,1958,1958,135,570,510,1080,1080,0,1080,0,1,0,3,5,0,1958,1,288,0,0
153900,120,7892,6,5,1993,1993,0,300,899,1199,1199,0,1199,0,2,0,2,5,0,1993,2,530,0,63
181000,20,17043,6,5,1979,1998,0,0,1362,1362,1586,0,1586,0,2,0,3,7,1,1979,2,435,192,0
84500,190,6780,6,8,1935,1982,0,490,30,520,520,0,754,1,1,0,2,5,0,1980,0,0,53,0
128000,120,4928,6,5,1976,1976,0,120,958,1078,958,0,958,0,2,0,2,5,1,1977,2,440,0,205
87000,45,4388,5,7,1930,1950,0,116,556,672,840,0,840,0,1,0,3,5,1,1980,0,0,0,0
155000,60,7590,6,5,1966,1966,266,512,148,660,660,688,1348,0,1,1,3,6,1,1966,2,453,188,108
150000,20,8973,5,7,1958,1991,85,567,413,1008,1053,0,1053,0,1,1,3,6,0,1998,2,750,0,80
226000,60,14200,7,6,1966,1966,309,445,479,924,1216,941,2157,0,2,1,4,8,2,1966,2,487,105,66
244000,60,12224,6,5,2000,2000,40,695,297,992,1022,1032,2054,1,2,1,3,7,1,2000,2,390,24,48
150750,20,7388,5,6,1959,2002,0,405,658,1063,1327,0,1327,1,1,0,3,7,0,1974,2,624,0,0
220000,20,6853,8,5,2001,2002,136,1005,262,1267,1296,0,1296,1,2,0,2,6,0,2001,2,471,192,25
180000,20,10335,5,6,1968,1993,0,570,891,1461,1721,0,1721,0,2,1,3,7,1,1968,2,440,0,96
174000,20,10400,7,6,1970,1970,288,0,1304,1304,1682,0,1682,0,2,0,3,7,1,1970,2,530,98,0
143000,20,10355,5,5,1967,1967,196,695,519,1214,1214,0,1214,0,2,0,3,5,1,1967,1,318,0,111
171000,90,11070,7,5,1988,1989,70,0,1907,1907,1959,0,1959,0,3,0,5,9,0,1989,3,766,0,0
230000,60,9066,8,5,1999,2000,320,668,336,1004,1004,848,1852,0,2,1,3,7,2,1999,3,660,224,106
231500,60,15426,6,5,1997,1997,0,821,107,928,928,836,1764,1,2,1,3,7,0,1997,2,470,276,99
115000,20,10500,4,5,1971,1971,0,432,432,864,864,0,864,0,1,0,3,5,1,1980,0,0,0,0
260000,20,11645,7,5,2005,2005,0,1300,434,1734,1734,0,1734,1,2,0,3,7,0,2005,2,660,160,24
166000,50,8520,5,4,1952,1952,0,507,403,910,910,475,1385,0,2,0,4,6,0,2000,2,720,0,0
204000,20,10335,7,5,1999,1999,183,679,811,1490,1501,0,1501,1,2,0,3,6,0,1999,2,577,144,29
125000,90,9100,5,5,1963,1963,336,1332,396,1728,1728,0,1728,1,2,0,6,10,0,1963,2,504,0,0
130000,160,2522,6,5,2004,2006,50,0,970,970,970,739,1709,0,2,0,3,7,0,2004,2,380,0,40
105000,30,6120,5,7,1931,1993,0,209,506,715,875,0,875,1,1,0,2,5,0,1931,1,180,48,0
222500,60,9505,7,5,2001,2001,180,0,884,884,884,1151,2035,0,2,1,3,8,1,2001,2,434,144,48
141000,20,7500,7,5,2004,2005,120,680,400,1080,1080,0,1080,1,1,0,3,6,0,1980,0,0,0,0
115000,50,6240,5,4,1936,1950,0,0,896,896,896,448,1344,0,1,0,3,7,0,1936,1,240,200,114
122000,20,10356,5,6,1975,1975,0,716,253,969,969,0,969,0,1,1,3,5,0,1975,2,440,0,0
372402,20,13891,8,5,2007,2008,436,1400,310,1710,1710,0,1710,1,2,0,2,6,1,2007,3,866,0,102
190000,60,14803,6,5,1971,1971,252,416,409,825,1097,896,1993,0,2,1,4,8,1,1971,2,495,0,66
235000,20,13500,6,7,1960,1975,0,429,93,1602,1252,0,1252,1,1,0,1,4,1,1960,2,564,409,0
125000,30,11340,6,5,1923,1950,0,0,1200,1200,1200,0,1200,0,1,0,4,7,0,1923,1,312,0,0
79000,50,9600,6,5,1924,1950,0,0,572,572,572,524,1096,0,1,0,2,5,0,1980,0,0,0,8
109500,20,7200,5,7,1950,1950,0,0,0,0,1040,0,1040,0,1,0,2,5,0,1950,2,625,0,0
269500,60,12003,8,5,2009,2010,84,0,774,774,774,1194,1968,0,2,1,4,8,1,2009,3,680,0,75
254900,60,12552,7,5,2004,2005,0,222,769,991,991,956,1947,0,2,1,3,8,1,2004,2,678,0,136
320000,60,19378,7,5,2005,2006,456,57,1335,1392,1392,1070,2462,1,2,1,4,9,1,2006,2,576,239,132
162500,20,11120,6,6,1984,1984,0,660,572,1232,1232,0,1232,0,2,0,3,6,0,1984,2,516,0,0
412500,60,13688,9,5,2003,2004,664,1016,556,1572,1572,1096,2668,1,2,1,3,10,2,2003,3,726,400,0
220000,20,12182,7,5,2005,2005,226,1201,340,1541,1541,0,1541,0,2,0,3,7,1,2005,2,532,0,70
103200,45,5500,4,6,1956,1956,0,0,882,882,882,0,882,0,1,0,1,4,0,1980,0,0,0,0
152000,40,5400,6,7,1926,2004,0,370,779,1149,1149,467,1616,0,2,0,3,5,0,1926,1,216,0,0
127500,190,10106,5,7,1940,1999,0,351,112,644,808,547,1355,1,2,0,4,6,0,1980,0,0,140,0
190000,20,10708,5,5,1955,1993,0,379,470,1617,1867,0,1867,1,1,0,2,7,3,1955,1,303,476,0
325624,60,10562,8,5,2007,2007,300,1288,294,1582,1610,551,2161,1,1,1,3,8,1,2007,3,789,178,120
183500,60,8244,7,5,2004,2004,0,0,840,840,840,880,1720,0,2,1,3,7,1,2004,2,440,100,48
228000,20,16669,8,6,1981,1981,653,0,1686,1686,1707,0,1707,0,2,1,2,6,1,1981,2,511,574,64
128500,50,12358,5,6,1941,1950,0,360,360,720,854,0,1382,0,1,1,2,7,0,1991,2,660,237,0
215000,20,31770,6,5,1960,1960,112,639,441,1080,1656,0,1656,1,1,0,3,7,2,1960,2,528,210,62
239000,160,5306,7,7,1987,1987,0,495,354,1064,1064,703,1767,1,2,0,2,5,1,1987,2,504,441,35
163000,20,10197,6,5,1961,1961,491,288,700,1362,1362,0,1362,1,1,1,3,6,1,1961,2,504,0,20
184000,20,12416,6,5,1986,1986,132,1398,0,1606,1651,0,1651,1,2,0,3,7,1,1986,2,616,192,0
243000,20,12615,6,7,1950,2001,0,477,725,1202,2158,0,2158,1,2,0,4,7,1,1950,2,576,0,29
211000,60,10029,6,5,1988,1989,268,831,320,1151,1164,896,2060,0,2,1,4,8,1,1988,2,521,0,228
172500,50,13650,5,5,1958,1958,0,57,554,1052,1252,668,1920,1,2,0,4,8,1,1958,2,451,0,0
501837,20,17423,9,5,2008,2009,748,1904,312,2216,2234,0,2234,1,2,0,1,9,1,2009,3,1166,0,60
100000,30,8520,5,6,1923,2006,0,0,968,968,968,0,968,0,1,0,2,5,0,1935,2,480,0,0
177000,160,2117,6,5,2000,2000,456,436,320,756,769,756,1525,0,2,1,3,5,1,2000,2,440,0,0
200100,70,7588,7,6,1920,1950,0,352,441,793,901,901,1802,0,1,1,4,9,1,1920,1,216,0,0
120000,20,9060,5,6,1957,2006,98,0,0,0,1340,0,1340,0,1,0,3,7,1,1957,1,252,116,0
200000,50,11426,7,5,2003,2003,0,0,1362,1362,1362,720,2082,0,2,1,3,6,0,2003,2,484,280,238
127000,50,7438,5,8,1908,1991,0,0,504,504,936,316,1252,0,1,0,3,5,0,1986,2,576,104,0
475000,75,22950,10,9,1892,1993,0,0,1107,1107,1518,1518,3608,0,2,1,4,12,2,1993,3,840,0,260
173000,80,9947,7,5,1990,1991,0,611,577,1188,1217,0,1217,1,2,0,3,6,0,1990,2,497,168,27
135000,50,10410,5,7,1916,1987,0,0,660,660,808,704,1656,0,2,1,3,8,0,1916,1,180,0,0
153337,90,7018,5,5,1979,1979,275,1086,0,1086,1224,0,1224,2,0,2,2,6,2,1979,2,528,120,0
286000,120,4923,8,5,2001,2002,0,1153,440,1593,1593,0,1593,1,1,1,0,5,1,2001,2,682,0,120
315000,70,10570,8,8,1932,1994,0,297,556,853,1549,1178,2727,0,2,1,3,10,2,1932,2,440,0,74
184000,60,7472,7,9,1972,2004,138,626,99,725,725,754,1479,1,1,1,4,7,0,1972,2,484,0,32
192000,20,9017,7,5,1999,1999,0,560,871,1431,1431,0,1431,1,2,0,3,6,0,1999,2,666,0,35
130000,160,2522,7,5,2004,2004,50,0,970,970,970,739,1709,0,2,0,3,7,0,2004,2,380,0,40
127000,20,7180,5,7,1972,1972,0,390,474,864,864,0,864,0,1,0,3,5,0,1989,1,352,0,0
148500,160,2280,6,6,1976,1976,0,566,289,855,855,601,1456,0,2,1,3,7,1,1976,2,440,87,0
311872,20,9416,7,5,2007,2007,205,1126,600,1726,1726,0,1726,1,2,0,3,8,1,2007,3,786,171,138
235000,75,25419,8,4,1918,1990,0,1036,140,1360,1360,1360,3112,1,2,0,4,8,1,1918,2,795,0,16
104000,75,5520,6,6,1912,1950,0,0,755,755,929,929,2229,0,1,0,5,8,0,1980,0,0,0,198
274900,20,9591,8,5,2004,2005,262,1088,625,1713,1713,0,1713,1,2,0,3,7,1,2004,3,856,0,26
140000,20,8546,4,5,2003,2004,0,0,1121,1121,1121,0,1121,0,2,0,2,5,0,2003,2,440,132,64
171500,20,10125,6,6,1977,1977,0,641,276,1196,1279,0,1279,0,2,0,3,6,2,1980,2,473,238,83
112000,50,7000,6,6,1924,1950,0,617,0,617,865,445,1310,0,2,0,2,6,0,1924,1,398,0,0
149000,120,4438,6,5,2004,2004,205,662,186,848,848,0,848,1,1,0,1,3,1,2004,2,420,149,0
110000,50,3500,5,7,1947,1950,0,312,408,720,720,564,1284,0,1,1,2,5,0,1948,1,240,0,35
180500,20,11851,7,5,1990,1990,0,0,1424,1424,1442,0,1442,0,2,0,3,5,0,1990,2,500,0,34
143900,20,13673,5,5,1962,1962,0,0,1140,1140,1696,0,1696,0,1,1,3,8,1,1962,1,349,0,30
141000,20,12493,4,5,1960,1960,0,419,375,1100,1100,0,1100,1,1,0,3,6,1,1960,1,312,355,0
277000,60,14364,7,5,1988,1989,128,1065,92,1157,1180,882,2062,1,2,1,3,7,1,1988,2,454,60,55
145000,20,8250,6,7,1964,1964,260,787,305,1092,1092,0,1092,1,1,0,3,6,0,1964,2,504,0,0
98000,30,5604,5,6,1925,1950,0,468,396,864,864,0,864,1,1,0,2,5,0,1980,0,0,0,0
186000,20,10420,6,5,2009,2009,0,36,1176,1212,1212,0,1212,0,2,0,3,6,0,2009,2,460,100,22
252678,60,8640,7,5,2009,2009,0,822,78,900,932,920,1852,1,2,1,3,7,1,2009,2,644,168,108
156000,20,13568,5,5,1995,1995,0,716,274,990,990,0,990,0,1,0,3,5,0,1996,2,576,224,0
161750,60,10900,6,7,1977,1977,153,378,311,689,689,703,1392,0,1,1,3,6,0,1977,1,299,0,36
134450,20,10011,5,6,1957,1996,64,360,710,1070,1236,0,1236,0,1,0,2,6,1,1957,1,447,0,0
210000,20,8450,7,5,2004,2004,266,946,490,1436,1436,0,1436,1,2,0,3,8,0,2004,2,484,139,98
107000,70,9906,4,4,1925,1950,0,0,686,686,810,518,1328,0,1,0,3,8,0,1940,1,210,0,172
311500,50,15660,7,9,1939,2006,312,341,457,798,1137,817,1954,0,1,1,3,8,2,1939,2,431,0,119
167240,120,3010,7,5,2005,2006,16,16,1232,1248,1248,0,1248,0,2,0,2,5,0,2005,2,438,108,0
204900,20,8990,7,5,2006,2006,0,0,1498,1498,1498,0,1498,0,2,0,2,5,0,2006,2,675,351,33
200000,60,8068,6,5,2002,2002,0,0,1010,1010,1010,1257,2267,0,2,1,4,8,1,2002,2,390,120,46
179900,60,11475,6,6,1975,1975,0,550,163,713,811,741,1552,1,2,1,3,6,1,1975,2,434,209,208
97000,20,10500,4,6,1971,1971,0,524,160,864,864,0,864,0,1,0,2,4,0,1989,2,576,216,0
386250,20,13472,10,5,2003,2003,922,56,2336,2392,2392,0,2392,0,2,0,3,8,1,2003,3,968,248,105
112000,160,1680,5,5,1971,1971,142,0,630,630,630,672,1302,0,2,1,3,6,0,1991,1,280,0,0
290000,60,9950,7,5,1995,1995,290,565,638,1203,1214,1306,2520,0,2,1,4,9,1,1995,3,721,224,114
106000,160,1869,6,6,1970,1970,127,321,162,483,483,504,987,0,1,1,2,5,0,1987,1,280,0,0
125000,20,8521,5,5,1967,1967,0,842,70,912,912,0,912,0,1,0,3,5,1,1974,1,336,0,0
192500,120,3182,7,5,2005,2006,16,16,1357,1373,1555,0,1555,0,2,0,2,7,1,2005,2,430,143,20
148000,20,8760,6,6,1959,1959,220,0,1194,1194,1194,0,1194,1,1,0,3,6,0,1959,1,312,0,0
403000,60,15138,8,5,1995,1996,506,689,773,1462,1490,1304,2794,1,2,1,4,9,1,1995,3,810,0,146
94500,160,1680,6,5,1972,1972,297,0,483,483,483,504,987,0,1,1,2,5,1,1972,1,288,0,0
128200,20,10650,5,6,1976,1976,0,182,0,894,894,0,894,1,1,0,3,5,0,1976,1,308,365,0
216500,60,7851,6,5,2002,2002,0,625,235,860,860,1100,1960,1,2,1,4,8,2,2002,2,440,288,48
89500,160,1680,6,3,1971,1971,604,358,125,483,483,504,987,0,1,1,2,5,0,1971,1,264,0,0
185500,20,8773,7,5,2004,2004,98,24,1390,1414,1414,0,1414,0,2,0,3,6,0,2004,2,494,132,105
